;"referenceName";"vernacularName";"type";"family"
;"Coereba flaveola minima (Bonaparte, 1854)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Colaptes auratus (Linnaeus, 1758)";"Pic flamboyant";"Piciformes (Pics)";"Picidae"
;"Colaptes punctigula (Boddaert, 1783)";"Pic de Cayenne";"Piciformes (Pics)";"Picidae"
;"Colaptes rubiginosus (Swainson, 1820)";"Pic or-olive";"Piciformes (Pics)";"Picidae"
;"Colaptes rubiginosus nigriceps Blake, 1941";;"Piciformes (Pics)";"Picidae"
;"Colibri delphinae (Lesson, 1839)";"Colibri de Delphine";"Caprimulgiformes";"Trochilidae"
;"Colinus cristatus (Linnaeus, 1766)";"Colin huppé";"Galliformes";"Odontophoridae"
;"Colinus cristatus sonnini (Temminck, 1815)";;"Galliformes";"Odontophoridae"
;"Colinus virginianus (Linnaeus, 1758)";"Colin de Virginie";"Galliformes";"Odontophoridae"
;"Collocalia esculenta (Linnaeus, 1758)";;"Caprimulgiformes";"Apodidae"
;"Collocalia esculenta albidior Salomonsen, 1983";"Salangane soyeuse, Hirondelle des grottes";"Caprimulgiformes";"Apodidae"
;"Colonia colonus (Vieillot, 1818)";"Moucherolle à longs brins";"Passeriformes (Passereaux)";"Tyrannidae"
;"Colonia colonus poecilonota (Cabanis, 1849)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Columba livia Gmelin, 1789";"Pigeon biset";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columba livia lazaretensis Mourer-Chauviré, 1975";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columba oenas Linnaeus, 1758";"Pigeon colombin";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columba palumbus Linnaeus, 1758";"Pigeon ramier";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columba pollenii Schlegel, 1865";"Pigeon des Comores";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columba vitiensis hypoenochroa (Gould, 1856)";"Pigeon à gorge blanche, Collier blanc";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columba vitiensis Quoy & Gaimard, 1830";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columbina minuta (Linnaeus, 1766)";"Colombe pygmée";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columbina passerina (Linnaeus, 1758)";"Colombe à queue noire, Ortolan";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columbina passerina griseola Spix, 1825";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columbina passerina nigrirostris (Danforth, 1935)";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columbina squammata (Lesson, 1831)";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Columbina talpacoti (Temminck, 1810)";"Colombe rousse";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Conirostrum bicolor (Vieillot, 1809)";"Conirostre bicolore";"Passeriformes (Passereaux)";"Thraupidae"
;"Conirostrum speciosum (Temminck, 1824)";"Conirostre cul-roux";"Passeriformes (Passereaux)";"Thraupidae"
;"Conirostrum speciosum amazonum (Hellmayr, 1917)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Conopias parvus (Pelzeln, 1868)";"Tyran de Pelzeln";"Passeriformes (Passereaux)";"Tyrannidae"
;"Conopophaga aurita (Gmelin, 1789)";"Conophage à oreilles blanches, Conopophage à oreilles blanches";"Passeriformes (Passereaux)";"Conopophagidae"
;"Conothraupis speculigera (Gould, 1855)";"Tangara à miroir blanc";"Passeriformes (Passereaux)";"Thraupidae"
;"Contopus albogularis (Berlioz, 1962)";"Moucherolle à bavette blanche";"Passeriformes (Passereaux)";"Tyrannidae"
;"Contopus cinereus (Spix, 1825)";"Moucherolle cendré";"Passeriformes (Passereaux)";"Tyrannidae"
;"Contopus cinereus surinamensis A.P. Penard & F.P. Penard, 1910";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Contopus cooperi (Swainson, 1832)";"Moucherolle à côtés olive";"Passeriformes (Passereaux)";"Tyrannidae"
;"Contopus latirostris (J. Verreaux, 1866)";"Moucherolle gobe-mouches, Gobe-mouches, Loulou fou, Tombé lévé";"Passeriformes (Passereaux)";"Tyrannidae"
;"Contopus sordidulus Sclater, 1859";"Pioui de l'Ouest";"Passeriformes (Passereaux)";"Tyrannidae"
;"Contopus virens (Linnaeus, 1766)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Coracias garrulus Linnaeus, 1758";"Rollier d'Europe";"Coraciiformes (Guêpiers)";"Coraciidae"
;"Coracina analis (J. Verreaux & Des Murs, 1860)";"Échenilleur de montagne, Siffleur de montagne";"Passeriformes (Passereaux)";"Campephagidae"
;"Coracina caledonica (Gmelin, 1788)";;"Passeriformes (Passereaux)";"Campephagidae"
;"Coracina caledonica caledonica (Gmelin, 1788)";"Échenilleur calédonien, Siffleur calédonien";"Passeriformes (Passereaux)";"Campephagidae"
;"Coracina caledonica lifuensis (Tristram, 1879)";;"Passeriformes (Passereaux)";"Campephagidae"
;"Coracina newtoni (Pollen, 1866)";"Échenilleur de la Réunion, Tuit-tuit de la Réunion";"Passeriformes (Passereaux)";"Campephagidae"
;"Coracina novaehollandiae (Gmelin, 1789)";"Échenilleur à masque noir";"Passeriformes (Passereaux)";"Campephagidae"
;"Coragyps atratus (Bechstein, 1793)";"Urubu noir";"Accipitriformes";"Cathartidae"
;"Coragyps atratus brasiliensis (Bonaparte, 1850)";;"Accipitriformes";"Cathartidae"
;"Corapipo gutturalis (Linnaeus, 1766)";"Manakin à gorge blanche";"Passeriformes (Passereaux)";"Pipridae"
;"Corvus albus Müller, 1776";"Corbeau pie";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus antecorax Mourer-Chauviré, 1975";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus brachyrhynchos C. L. Brehm, 1822";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus corax Linnaeus, 1758";"Grand corbeau";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus corone cornix Linnaeus, 1758";"Corneille mantelée";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus corone corone Linnaeus, 1758";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus corone Linnaeus, 1758";"Corneille noire";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus corone sharpii Oates, 1889";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus dauuricus Pallas, 1776";"Choucas de Daourie";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus frugilegus Linnaeus, 1758";"Corbeau freux";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus monedula Linnaeus, 1758";"Choucas des tours";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus monedula monedula Linnaeus, 1758";"Choucas des tours";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus monedula soemmeringii (Fischer, 1811)";"Choucas des tours oriental";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus monedula spermologus (Vieillot, 1821)";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus monedula turrium (Brehm, 1831)";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus moneduloides Lesson, 1830";"Corbeau calédonien";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus pliocaenus Portis, 1888";;"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Corvus splendens Vieillot, 1817";"Corbeau familier";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Coryphospingus cucullatus (Statius Müller, 1776)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Coryphospingus pileatus (Wied-Neuwied, 1820)";"Araguira gris";"Passeriformes (Passereaux)";"Thraupidae"
;"Corythopis torquatus anthoides (Pucheran, 1855)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Corythopis torquatus Tschudi, 1844";"Corythopis à collier";"Passeriformes (Passereaux)";"Tyrannidae"
;"Corythornis vintsioides (Eydoux & Gervais, 1836)";"Martin-pêcheur vintsi";"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Corythornis vintsioides johannae R. Meinertzhagen, 1924";"Martin pêcheur vintsi";"Coraciiformes (Guêpiers)";"Alcedinidae"
;"Cotinga cayana (Linnaeus, 1766)";"Cotinga de Cayenne";"Passeriformes (Passereaux)";"Cotingidae"
;"Cotinga cotinga (Linnaeus, 1766)";"Cotinga de Daubenton";"Passeriformes (Passereaux)";"Cotingidae"
;"Coturnicops noveboracensis (Gmelin, 1789)";"Marouette jaune, Râle jaune";"Gruiformes (Grues)";"Rallidae"
;"Coturnix chinensis (Linnaeus, 1766)";"Caille peinte";"Galliformes";"Phasianidae (Tétras)"
;"Coturnix coturnix (Linnaeus, 1758)";"Caille des blés";"Galliformes";"Phasianidae (Tétras)"
;"Coturnix coturnix africana Temminck & Schlegel, 1849";"Caille des blés";"Galliformes";"Phasianidae (Tétras)"
;"Cranioleuca gutturata (D'Orbigny & Lafresnaye, 1838)";"Synallaxe ponctué";"Passeriformes (Passereaux)";"Furnariidae"
;"Crax alector Linnaeus, 1766";"Hocco alector, Hocco noir";"Galliformes";"Cracidae"
;"Creatophora cinerea (Meuschen, 1787)";"Étourneau caronculé";"Passeriformes (Passereaux)";"Sturnidae (Étourneaux)"
;"Crex crex (Linnaeus, 1758)";"Râle des genêts";"Gruiformes (Grues)";"Rallidae"
;"Crotophaga ani Linnaeus, 1758";"Ani à bec lisse, Bilbitin, Gros merle de Sainte-Lucie";"Cuculiformes (Coucous)";"Cuculidae"
;"Crotophaga major Gmelin, 1788";"Ani des palétuviers";"Cuculiformes (Coucous)";"Cuculidae"
;"Crypturellus brevirostris (Pelzeln, 1863)";"Tinamou rubigineux";"Tinamiformes";"Tinamidae"
;"Crypturellus cinereus (Gmelin, 1789)";"Tinamou cendré";"Tinamiformes";"Tinamidae"
;"Crypturellus erythropus (Pelzeln, 1863)";;"Tinamiformes";"Tinamidae"
;"Crypturellus soui (Hermann, 1783)";"Tinamou soui";"Tinamiformes";"Tinamidae"
;"Crypturellus undulatus (Temminck, 1815)";;"Tinamiformes";"Tinamidae"
;"Crypturellus variegatus (Gmelin, 1789)";"Tinamou varié";"Tinamiformes";"Tinamidae"
;"Cuculus canorus Linnaeus, 1758";"Coucou gris";"Cuculiformes (Coucous)";"Cuculidae"
;"Cuculus poliocephalus Latham, 1790";;"Cuculiformes (Coucous)";"Cuculidae"
;"Cuculus rochii Hartlaub, 1863";"Coucou de Madagascar";"Cuculiformes (Coucous)";"Cuculidae"
;"Cuculus solitarius Stephens, 1815";;"Cuculiformes (Coucous)";"Cuculidae"
;"Cursorius cursor (Latham, 1787)";"Courvite isabelle";"Charadriiformes (Limicoles)";"Glareolidae"
;"Cyanerpes caeruleus (Linnaeus, 1758)";"Guit-guit céruléen";"Passeriformes (Passereaux)";"Thraupidae"
;"Cyanerpes cyaneus (Linnaeus, 1766)";"Guit-guit saï";"Passeriformes (Passereaux)";"Thraupidae"
;"Cyanerpes nitidus (Hartlaub, 1847)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Cyanicterus cyanicterus (Vieillot, 1819)";"Tangara cyanictère";"Passeriformes (Passereaux)";"Thraupidae"
;"Cyanistes caeruleus (Linnaeus, 1758)";"Mésange bleue";"Passeriformes (Passereaux)";"Paridae (Mésanges)"
;"Cyanocitta cristata (Linnaeus, 1758)";"Geai bleu";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Cyanocompsa cyanoides (Lafresnaye, 1847)";"Évêque bleu-noir";"Passeriformes (Passereaux)";"Cardinalidae"
;"Cyanocompsa cyanoides rothschildii (Bartlett, 1890)";;"Passeriformes (Passereaux)";"Cardinalidae"
;"Cyanocorax cayanus (Linnaeus, 1766)";"Geai de Cayenne";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Cyanophaia bicolor (Gmelin, 1788)";"Colibri à tête bleue";"Caprimulgiformes";"Trochilidae"
;"Cyanopica cyanus (Pallas, 1776)";"Pie bleue";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Cyanoramphus saisseti J. Verreaux & Des Murs, 1860";"Perruche calédonienne, Perruche à front rouge";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Cyanoramphus ulietanus (Gmelin, 1788)";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Cyanoramphus zealandicus (Latham, 1790)";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Cyclarhis gujanensis (Gmelin, 1789)";"Sourciroux mélodieux";"Passeriformes (Passereaux)";"Vireonidae"
;"Cygnus atratus (Latham, 1790)";"Cygne noir";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Cygnus columbianus (Ord, 1815)";"Cygne de Bewick";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Cygnus columbianus bewickii (Yarrel, 1830)";"Cygne de Bewick";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Cygnus cygnus (Linnaeus, 1758)";"Cygne chanteur";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Cygnus olor (Gmelin, 1803)";"Cygne tuberculé";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Cymbilaimus lineatus (Leach, 1814)";"Batara fascié";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Cyphorhinus arada (Hermann, 1783)";"Troglodyte arada";"Passeriformes (Passereaux)";"Troglodytidae"
;"Cypseloides cryptus J.T.Zimmer, 1945";"Martinet à menton blanc";"Caprimulgiformes";"Apodidae"
;"Cypseloides niger (Gmelin, 1789)";"Martinet sombre";"Caprimulgiformes";"Apodidae"
;"Cypsiurus parvus (Lichtenstein, 1823)";"Martinet des palmes";"Caprimulgiformes";"Apodidae"
;"Cypsiurus parvus griveaudi";"Martinet des Palmes";"Caprimulgiformes";"Apodidae"
;"Cypsnagra hirundinacea (Lesson, 1823)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Dacnis cayana (Linnaeus, 1766)";"Dacnis bleu";"Passeriformes (Passereaux)";"Thraupidae"
;"Dacnis lineata (Gmelin, 1789)";"Dacnis à coiffe bleue";"Passeriformes (Passereaux)";"Thraupidae"
;"Daption capense (Linnaeus, 1758)";"Damier du Cap";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Daptrius ater Vieillot, 1816";"Caracara noir";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Deconychura longicauda (Pelzeln, 1868)";"Grimpar à longue queue";"Passeriformes (Passereaux)";"Furnariidae"
;"Delichon urbicum (Linnaeus, 1758)";"Hirondelle de fenêtre";"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Dendrexetastes rufigula (Lesson, 1844)";"Grimpar à collier";"Passeriformes (Passereaux)";"Furnariidae"
;"Dendrocincla fuliginosa (Vieillot, 1818)";"Grimpar enfumé";"Passeriformes (Passereaux)";"Furnariidae"
;"Dendrocincla merula (Lichtenstein, 1820)";"Grimpar à menton blanc";"Passeriformes (Passereaux)";"Furnariidae"
;"Dendrocolaptes certhia (Boddaert, 1783)";"Grimpar barré";"Passeriformes (Passereaux)";"Furnariidae"
;"Dendrocolaptes picumnus (Lichtenstein, 1820)";"Grimpar varié";"Passeriformes (Passereaux)";"Furnariidae"
;"Dendrocopos leucotos (Bechstein, 1803)";"Pic à dos blanc";"Piciformes (Pics)";"Picidae"
;"Dendrocopos major (Linnaeus, 1758)";"Pic épeiche";"Piciformes (Pics)";"Picidae"
;"Dendrocopos medius (Linnaeus, 1758)";"Pic mar";"Piciformes (Pics)";"Picidae"
;"Dendrocopos minor (Linnaeus, 1758)";"Pic épeichette";"Piciformes (Pics)";"Picidae"
;"Dendrocygna arborea (Linnaeus, 1758)";"Dendrocygne des Antilles";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Dendrocygna arcuata (Horsfield, 1824)";;"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Dendrocygna arcuata arcuata (Horsfield, 1824)";;"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Dendrocygna autumnalis (Linnaeus, 1758)";"Dendrocygne à ventre noir";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Dendrocygna bicolor (Vieillot, 1816)";"Dendrocygne fauve";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Dendrocygna viduata (Linnaeus, 1766)";"Dendrocygne veuf";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Dendroplex picus (Gmelin, 1788)";"Grimpar talapiot";"Passeriformes (Passereaux)";"Furnariidae"
;"Deroptyus accipitrinus (Linnaeus, 1758)";"Papegeai maillé";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Dicrurus waldenii Schlegel, 1865";"Drongo de Mayotte";"Passeriformes (Passereaux)";"Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)"
;"Diomedea bulleri (Rothschild, 1893)";;"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Diomedea epomophora Lesson, 1825";;"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Diomedea exulans amsterdamensis Roux, Jouventin, Mougin, Stahl & Weimerskirch, 1983";"Albatros d'Amsterdam";"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Diomedea exulans Linnaeus, 1758";"Albatros hurleur, Grand albatros";"Procellariiformes (Pétrels tempêtes, Albatros)";"Diomedeidae (Albatros)"
;"Diopsittaca nobilis (Linnaeus, 1758)";"Ara noble";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Discosura longicaudus (Gmelin, 1788)";"Coquette à raquettes";"Caprimulgiformes";"Trochilidae"
;"Dixiphia pipra (Linnaeus, 1758)";"Manakin à tête blanche";"Passeriformes (Passereaux)";"Pipridae"
;"Dolichonyx oryzivorus (Linnaeus, 1758)";"Goglu des prés, Bobolink";"Passeriformes (Passereaux)";"Icteridae"
;"Donacobius atricapilla (Linnaeus, 1766)";"Donacobe à miroir, Troglodyte à miroir";"Passeriformes (Passereaux)";"Donacobiidae"
;"Drepanoptila holosericea (Temminck, 1809)";"Ptilope vlouvlou, Pigeon vert";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Dromas ardeola Paykull, 1805";"Drome ardéole";"Charadriiformes (Limicoles)";"Glareolidae"
;"Dromococcyx pavoninus Pelzeln, 1870";"Géocoucou pavonin";"Cuculiformes (Coucous)";"Cuculidae"
;"Dromococcyx phasianellus (Spix, 1824)";;"Cuculiformes (Coucous)";"Cuculidae"
;"Dryocopus lineatus (Linnaeus, 1766)";"Pic ouentou";"Piciformes (Pics)";"Picidae"
;"Dryocopus martius (Linnaeus, 1758)";"Pic noir";"Piciformes (Pics)";"Picidae"
;"Dryolimnas augusti Mourer-Chauviré, Bour, Ribes & Moutou, 1999";;"Gruiformes (Grues)";"Rallidae"
;"Ducula aurorae (Peale, 1848)";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Ducula galeata (Bonaparte, 1855)";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Ducula goliath (Gray, 1859)";"Carpophage géant, Notou";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Ducula pacifica (Gmelin, 1789)";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Ducula pacifica pacifica (Gmelin, 1789)";"Carpophage pacifique";"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Dumetella carolinensis (Linnaeus, 1766)";"Moqueur chat";"Passeriformes (Passereaux)";"Mimidae"
;"Egretta caerulea (Linnaeus, 1758)";"Aigrette bleue";"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta dimorpha Hartert, 1914";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta garzetta (Linnaeus, 1766)";"Aigrette garzette";"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta gularis (Bosc, 1792)";"Aigrette des récifs";"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta novaehollandiae (Latham, 1790)";"Aigrette à face blanche, Héron à face blanche, Long cou";"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta picata (Gould, 1845)";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta rufescens (Gmelin, 1789)";"Aigrette roussâtre";"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta sacra (Gmelin, 1789)";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta sacra albolineata (G. R. Gray, 1859)";"Aigrette sacrée, Aigrette des récifs";"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta thula (Molina, 1782)";"Aigrette neigeuse";"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta thula thula (Molina, 1782)";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta tricolor (Statius Müller, 1776)";"Aigrette tricolore";"Pelecaniformes";"Ardeidae (Hérons)"
;"Egretta tricolor tricolor (Statius Müller, 1776)";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Elaenia chiriquensis albivertex Pelzeln, 1868";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Elaenia chiriquensis Lawrence, 1865";"Élénie menue";"Passeriformes (Passereaux)";"Tyrannidae"
;"Elaenia cristata Pelzeln, 1868";"Élénie huppée";"Passeriformes (Passereaux)";"Tyrannidae"
;"Elaenia flavogaster (Thunberg, 1822)";"Élénie à ventre jaune";"Passeriformes (Passereaux)";"Tyrannidae"
;"Elaenia martinica (Linnaeus, 1766)";"Élaène siffleuse, Siffleur blanc, Élénie siffleuse";"Passeriformes (Passereaux)";"Tyrannidae"
;"Elaenia martinica riisii Sclater, 1860";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Elaenia parvirostris Pelzeln, 1868";"Élénie à bec court";"Passeriformes (Passereaux)";"Tyrannidae"
;"Elaenia ruficeps Pelzeln, 1868";"Élénie tête-de-feu";"Passeriformes (Passereaux)";"Tyrannidae"
;"Elanoides forficatus (Linnaeus, 1758)";"Milan à queue fourchue, Naucler à queue fourchue";"Accipitriformes";"Accipitridae"
;"Elanoides forficatus yetapa (Vieillot, 1818)";;"Accipitriformes";"Accipitridae"
;"Elanus caeruleus (Desfontaines, 1789)";"Élanion blanc";"Accipitriformes";"Accipitridae"
;"Elanus leucurus Vieillot, 1818";"Élanion à queue blanche";"Accipitriformes";"Accipitridae"
;"Emberiza aureola Pallas, 1773";"Bruant auréole";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza bruniceps Brandt, 1841";"Bruant à tête rousse";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza caesia Cretzschmar, 1826";"Bruant cendrillard";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza calandra Linnaeus, 1758";"Bruant proyer";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza chrysophrys Pallas, 1776";"Bruant à sourcils jaunes";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza cia Linnaeus, 1766";"Bruant fou";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza cirlus Linnaeus, 1758";"Bruant zizi";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza citrinella Linnaeus, 1758";"Bruant jaune";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza hortulana Linnaeus, 1758";"Bruant ortolan";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza leucocephalos S. G. Gmelin, 1771";"Bruant à calotte blanche";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza melanocephala Scopoli, 1769";"Bruant mélanocéphale";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza pusilla Pallas, 1776";"Bruant nain";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza rustica Pallas, 1776";"Bruant rustique";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza rutila Pallas, 1776";"Bruant roux";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza schoeniclus (Linnaeus, 1758)";"Bruant des roseaux";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza schoeniclus schoeniclus (Linnaeus, 1758)";;"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza schoeniclus turonensi Steinbacher, 1930";;"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza schoeniclus witherbyi Jordans, 1923";;"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberiza spodocephala Pallas, 1776";"Bruant masqué";"Passeriformes (Passereaux)";"Emberizidae (Bruants)"
;"Emberizoides herbicola (Vieillot, 1817)";"Grand Tardivole";"Passeriformes (Passereaux)";"Thraupidae"
;"Emberizoides herbicola sphenurus (Vieillot, 1818)";;"Passeriformes (Passereaux)";"Thraupidae"
;"Empidonax alnorum Brewster, 1895";"Moucherolle des aulnes";"Passeriformes (Passereaux)";"Tyrannidae"
;"Empidonax flaviventris (W. M. Baird & Baird, 1843)";"Moucherolle à ventre jaune";"Passeriformes (Passereaux)";"Tyrannidae"
;"Empidonax minimus (Baird & Baird, 1843)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Empidonomus aurantioatrocristatus (d'Orbigny & Lafresnaye, 1837)";"Tyran oriflamme";"Passeriformes (Passereaux)";"Tyrannidae"
;"Empidonomus varius (Vieillot, 1818)";"Tyran tacheté";"Passeriformes (Passereaux)";"Tyrannidae"
;"Empidonomus varius rufinus (Spix, 1825)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Empidonomus varius varius (Vieillot, 1818)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Eopsaltria flaviventris Sharpe, 1903";"Miro à ventre jaune, Rossignol à ventre jaune";"Passeriformes (Passereaux)";"Petroicidae"
;"Epinecrophylla gutturalis (Sclater & Salvin, 1881)";"Myrmidon à ventre brun";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Eremophila alpestris (Linnaeus, 1758)";"Alouette haussecol";"Passeriformes (Passereaux)";"Alaudidae"
;"Erithacus rubecula (Linnaeus, 1758)";"Rougegorge familier";"Passeriformes (Passereaux)";"Saxicolidae"
;"Erythrura psittacea (Gmelin, 1789)";"Diamant psittaculaire, Cardinal de Nouméa, Pape de Nouméa";"Passeriformes (Passereaux)";"Estrildidae"
;"Erythrura trichroa (Kittlitz, 1835)";;"Passeriformes (Passereaux)";"Estrildidae"
